"traceabilityId","nativeEvidenceId","binary","nativeAddress","nativeLabel","nexusArea","nexusArtifactKind","nexusPath","nexusSymbol","implementationStatus","tests","findingPath","residualRisk","lastReviewed"
"TRACE-OPCSERVERSERVERCINEMATICADVANCETOENDING021F","OPC-SERVER-SERVERCINEMATICADVANCETOENDING-021F","WildStar64.exe","","ServerCinematicAdvanceToEnding","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicAdvanceToEnding.cs","ServerCinematicAdvanceToEnding","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICCAMERA0218","OPC-SERVER-SERVERCINEMATICCAMERA-0218","WildStar64.exe","","ServerCinematicCamera","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicCamera.cs","ServerCinematicCamera","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICCAMERAATTACH0213","OPC-SERVER-SERVERCINEMATICCAMERAATTACH-0213","WildStar64.exe","","ServerCinematicCameraAttach","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicActorAttach.cs","ServerCinematicCameraAttach","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICCAMERAPOSVEL0214","OPC-SERVER-SERVERCINEMATICCAMERAPOSVEL-0214","WildStar64.exe","","ServerCinematicCameraPosVel","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicCameraPosVel.cs","ServerCinematicCameraPosVel","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICCAMERAROTATION0221","OPC-SERVER-SERVERCINEMATICCAMERAROTATION-0221","WildStar64.exe","","ServerCinematicCameraRotation","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicCameraRotation.cs","ServerCinematicCameraRotation","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICCAMERASPLINE0215","OPC-SERVER-SERVERCINEMATICCAMERASPLINE-0215","WildStar64.exe","","ServerCinematicCameraSpline","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicCameraSpline.cs","ServerCinematicCameraSpline","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICCAMERATRANSITION0216","OPC-SERVER-SERVERCINEMATICCAMERATRANSITION-0216","WildStar64.exe","","ServerCinematicCameraTransition","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicCameraTransition.cs","ServerCinematicCameraTransition","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICCAMERAUNIT0217","OPC-SERVER-SERVERCINEMATICCAMERAUNIT-0217","WildStar64.exe","","ServerCinematicCameraUnit","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicCameraUnit.cs","ServerCinematicCameraUnit","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICCOMPLETE0210","OPC-SERVER-SERVERCINEMATICCOMPLETE-0210","WildStar64.exe","","ServerCinematicComplete","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicComplete.cs","ServerCinematicComplete","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICDELAYFLAG022B","OPC-SERVER-SERVERCINEMATICDELAYFLAG-022B","WildStar64.exe","","ServerCinematicDelayFlag","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicDelayFlag.cs","ServerCinematicDelayFlag","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICEND022C","OPC-SERVER-SERVERCINEMATICEND-022C","WildStar64.exe","","ServerCinematicEnd","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicEnd.cs","ServerCinematicEnd","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICFLAGS0227","OPC-SERVER-SERVERCINEMATICFLAGS-0227","WildStar64.exe","","ServerCinematicFlags","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicFlags.cs","ServerCinematicFlags","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICFULLSCREENEFFECTADD021A","OPC-SERVER-SERVERCINEMATICFULLSCREENEFFECTADD-021A","WildStar64.exe","","ServerCinematicFullScreenEffectAdd","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicFullScreenEffectAdd.cs","ServerCinematicFullScreenEffectAdd","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICFULLSCREENEFFECTREMOVE0223","OPC-SERVER-SERVERCINEMATICFULLSCREENEFFECTREMOVE-0223","WildStar64.exe","","ServerCinematicFullScreenEffectRemove","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicFullScreenEffectRemove.cs","ServerCinematicFullScreenEffectRemove","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICMISSILEACTORADD021B","OPC-SERVER-SERVERCINEMATICMISSILEACTORADD-021B","WildStar64.exe","","ServerCinematicMissileActorAdd","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicMissileActorAdd.cs","ServerCinematicMissileActorAdd","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICMISSILEACTORREMOVE0224","OPC-SERVER-SERVERCINEMATICMISSILEACTORREMOVE-0224","WildStar64.exe","","ServerCinematicMissileActorRemove","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicMissileActorRemove.cs","ServerCinematicMissileActorRemove","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICNOTIFY0232","OPC-SERVER-SERVERCINEMATICNOTIFY-0232","WildStar64.exe","","ServerCinematicNotify","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicNotify.cs","ServerCinematicNotify","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICPLATFORMADD0211","OPC-SERVER-SERVERCINEMATICPLATFORMADD-0211","WildStar64.exe","","ServerCinematicPlatformAdd","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicPlatformAdd.cs","ServerCinematicPlatformAdd","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICPLATFORMDETACHACTOR021E","OPC-SERVER-SERVERCINEMATICPLATFORMDETACHACTOR-021E","WildStar64.exe","","ServerCinematicPlatformDetachActor","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicPlatformDetachActor.cs","ServerCinematicPlatformDetachActor","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICPLAYERCONTROL0219","OPC-SERVER-SERVERCINEMATICPLAYERCONTROL-0219","WildStar64.exe","","ServerCinematicPlayerControl","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicPlayerControl.cs","ServerCinematicPlayerControl","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICSEQUENCEOFFSET0226","OPC-SERVER-SERVERCINEMATICSEQUENCEOFFSET-0226","WildStar64.exe","","ServerCinematicSequenceOffset","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicSequenceOffset.cs","ServerCinematicSequenceOffset","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICSTART022E","OPC-SERVER-SERVERCINEMATICSTART-022E","WildStar64.exe","","ServerCinematicStart","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicStart.cs","ServerCinematicStart","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICSTORYPANELDIALOGHIDE0229","OPC-SERVER-SERVERCINEMATICSTORYPANELDIALOGHIDE-0229","WildStar64.exe","","ServerCinematicStoryPanelDialogHide","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicStoryPanelDialogHide.cs","ServerCinematicStoryPanelDialogHide","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICTEXT022A","OPC-SERVER-SERVERCINEMATICTEXT-022A","WildStar64.exe","","ServerCinematicText","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicText.cs","ServerCinematicText","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICTRANSITIONDURATIONSET0222","OPC-SERVER-SERVERCINEMATICTRANSITIONDURATIONSET-0222","WildStar64.exe","","ServerCinematicTransitionDurationSet","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicTransitionDurationSet.cs","ServerCinematicTransitionDurationSet","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICTRANSITIONPOSITION0212","OPC-SERVER-SERVERCINEMATICTRANSITIONPOSITION-0212","WildStar64.exe","","ServerCinematicTransitionPosition","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicTransitionPosition.cs","ServerCinematicTransitionPosition","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICVISUALEFFECTADD021C","OPC-SERVER-SERVERCINEMATICVISUALEFFECTADD-021C","WildStar64.exe","","ServerCinematicVisualEffectAdd","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicVisualEffectAdd.cs","ServerCinematicVisualEffectAdd","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICVISUALEFFECTEND0225","OPC-SERVER-SERVERCINEMATICVISUALEFFECTEND-0225","WildStar64.exe","","ServerCinematicVisualEffectEnd","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicVisualEffectEnd.cs","ServerCinematicVisualEffectEnd","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCINEMATICWHITEOUT022D","OPC-SERVER-SERVERCINEMATICWHITEOUT-022D","WildStar64.exe","","ServerCinematicWhiteOut","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Cinematic/ServerCinematicWhiteOut.cs","ServerCinematicWhiteOut","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCLIENTENTITYUPDATEINTERVAL0070","OPC-SERVER-SERVERCLIENTENTITYUPDATEINTERVAL-0070","WildStar64.exe","","ServerClientEntityUpdateInterval","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerEntityUpdateInterval.cs","ServerClientEntityUpdateInterval","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOMBATLOG0247","OPC-SERVER-SERVERCOMBATLOG-0247","WildStar64.exe","","ServerCombatLog","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCombatLog.cs","ServerCombatLog","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOMBATREWARD0919","OPC-SERVER-SERVERCOMBATREWARD-0919","WildStar64.exe","","ServerCombatReward","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCombatReward.cs","ServerCombatReward","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOMMODITYAUCTIONFILLEDPARTIAL024A","OPC-SERVER-SERVERCOMMODITYAUCTIONFILLEDPARTIAL-024A","WildStar64.exe","","ServerCommodityAuctionFilledPartial","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerCommodityAuctionFilledPartial.cs","ServerCommodityAuctionFilledPartial","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOMMODITYAUCTIONREMOVED024B","OPC-SERVER-SERVERCOMMODITYAUCTIONREMOVED-024B","WildStar64.exe","","ServerCommodityAuctionRemoved","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerCommodityAuctionRemoved.cs","ServerCommodityAuctionRemoved","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOMMODITYINFORESULTS024C","OPC-SERVER-SERVERCOMMODITYINFORESULTS-024C","WildStar64.exe","","ServerCommodityInfoResults","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerCommodityInfoResults.cs","ServerCommodityInfoResults","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOMMODITYORDERRESULT06DB","OPC-SERVER-SERVERCOMMODITYORDERRESULT-06DB","WildStar64.exe","","ServerCommodityOrderResult","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Marketplace/ServerCommodityOrderResult.cs","ServerCommodityOrderResult","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOMMUNICATORMESSAGE0757","OPC-SERVER-SERVERCOMMUNICATORMESSAGE-0757","WildStar64.exe","","ServerCommunicatorMessage","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Story/ServerCommunicatorMessage.cs","ServerCommunicatorMessage","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOOLDOWN0804","OPC-SERVER-SERVERCOOLDOWN-0804","WildStar64.exe","","ServerCooldown","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCooldown.cs","ServerCooldown","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOOLDOWNLIST091B","OPC-SERVER-SERVERCOOLDOWNLIST-091B","WildStar64.exe","","ServerCooldownList","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCooldownList.cs","ServerCooldownList","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOSTUME00D8","OPC-SERVER-SERVERCOSTUME-00D8","WildStar64.exe","","ServerCostume","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCostume.cs","ServerCostume","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOSTUMEITEMAUX037F","OPC-SERVER-SERVERCOSTUMEITEMAUX-037F","WildStar64.exe","","ServerCostumeItemAux","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerClusterAuxPackets.cs","ServerCostumeItemAux","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERCOSTUMEITEMLIST025A","OPC-SERVER-SERVERCOSTUMEITEMLIST-025A","WildStar64.exe","","ServerCostumeItemList","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCostumeItemList.cs","ServerCostumeItemList","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOSTUMEITEMUNLOCK0259","OPC-SERVER-SERVERCOSTUMEITEMUNLOCK-0259","WildStar64.exe","","ServerCostumeItemUnlock","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCostumeItemUnlock.cs","ServerCostumeItemUnlock","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOSTUMEITEMUNLOCKMULTIPLE0258","OPC-SERVER-SERVERCOSTUMEITEMUNLOCKMULTIPLE-0258","WildStar64.exe","","ServerCostumeItemUnlockMultiple","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCostumeItemUnlockMultiple.cs","ServerCostumeItemUnlockMultiple","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOSTUMELIST00D9","OPC-SERVER-SERVERCOSTUMELIST-00D9","WildStar64.exe","","ServerCostumeList","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCostumeList.cs","ServerCostumeList","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCOSTUMESAVE0257","OPC-SERVER-SERVERCOSTUMESAVE-0257","WildStar64.exe","","ServerCostumeSave","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCostumeSave.cs","ServerCostumeSave","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCRAFTINGAUXFOURUINT32FLOATUINT32084B","OPC-SERVER-SERVERCRAFTINGAUXFOURUINT32FLOATUINT32-084B","WildStar64.exe","","ServerCraftingAuxFourUInt32FloatUInt32","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Crafting/ServerCraftingAuxPackets.cs","ServerCraftingAuxFourUInt32FloatUInt32","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERCRAFTINGAUXUINT32ANDTWOFLOATS0855","OPC-SERVER-SERVERCRAFTINGAUXUINT32ANDTWOFLOATS-0855","WildStar64.exe","","ServerCraftingAuxUInt32AndTwoFloats","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Crafting/ServerCraftingAuxPackets.cs","ServerCraftingAuxUInt32AndTwoFloats","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERCRAFTINGCURRENTCRAFT0854","OPC-SERVER-SERVERCRAFTINGCURRENTCRAFT-0854","WildStar64.exe","","ServerCraftingCurrentCraft","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Crafting/ServerCraftingCurrentCraft.cs","ServerCraftingCurrentCraft","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERCRAFTINGFINISH0853","OPC-SERVER-SERVERCRAFTINGFINISH-0853","WildStar64.exe","","ServerCraftingFinish","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Crafting/ServerCraftingFinish.cs","ServerCraftingFinish","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCREDDEXCHANGEINFORESULTS026A","OPC-SERVER-SERVERCREDDEXCHANGEINFORESULTS-026A","WildStar64.exe","","ServerCREDDExchangeInfoResults","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerCREDDExchangeInfoResults.cs","ServerCREDDExchangeInfoResults","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCREDDEXCHANGEORDERCACHEROWS097A","OPC-SERVER-SERVERCREDDEXCHANGEORDERCACHEROWS-097A","WildStar64.exe","","ServerCREDDExchangeOrderCacheRows","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerUnresolvedOutputPackets.cs","ServerCREDDExchangeOrderCacheRows","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCSERVERSERVERCREDDOPERATIONHISTORY0978","OPC-SERVER-SERVERCREDDOPERATIONHISTORY-0978","WildStar64.exe","","ServerCREDDOperationHistory","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerUnresolvedOutputPackets.cs","ServerCREDDOperationHistory","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCREDDREDEEMRESULT097B","OPC-SERVER-SERVERCREDDREDEEMRESULT-097B","WildStar64.exe","","ServerCREDDRedeemResult","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerUnresolvedOutputPackets.cs","ServerCREDDRedeemResult","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERCUSTOMERSURVEYREQUEST033E","OPC-SERVER-SERVERCUSTOMERSURVEYREQUEST-033E","WildStar64.exe","","ServerCustomerSurveyRequest","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Support/ServerCustomerSurvey.cs","ServerCustomerSurveyRequest","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCSERVERSERVERDAILYLOGINUPDATE096E","OPC-SERVER-SERVERDAILYLOGINUPDATE-096E","WildStar64.exe","","ServerDailyLoginUpdate","Server opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ServerUnresolvedOutputPackets.cs","ServerDailyLoginUpdate","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
