evidence_kind,script_scope,source_path,source_line,script_owner_ids,source_call,source_symbol,reference_id,client_link_status,client_text,client_world_id,client_world_zone_id,client_creature_id,cinematic_interface,cinematic_implementation_class,cinematic_implementation_path,cinematic_duration_ms,runtime_payload_status,enum_namespace,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,382,781,,CommunicatorMessage.CaptainWeir8,7781,client_row_matched,Phew! Sounded like that Ravenous fella didn't go down easy! At least the way's clear. Engineering should be round there somewhere.,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,391,781,,CommunicatorMessage.InsaneCrewChief,7771,client_row_matched,"We have trespassers in the primary power plant, likely more of Zarkhov's minions. Kill them before they activate the generators!",0,4816,71472,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,392,781,,CommunicatorMessage.CaptainWeir10,7772,client_row_matched,Sounds to me like these Mordesh have a bad case of cabin fever. Defend yourself and get the main generators rolling!,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,398,781,,CommunicatorMessage.CaptainWeir11,7773,client_row_matched,"With the ship's generators online, the main drive system's charging up. Gosh, that's where the strange energy readings are coming from!",0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,412,781,,CommunicatorMessage.CaptainWeir13,7835,client_row_matched,"You'll need to find the bridge teleporter and start it up again. Controls should be in a room nearby, I reckon.",0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,423,781,,CommunicatorMessage.CaptainWeir14,7836,client_row_matched,That oughtta do it! Should be a teleporter down the hall. It'll take you straight to the bridge.,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,450,781,,CommunicatorMessage.CaptainWeir15,7775,client_row_matched,Got more scan data for you. It's as if the cruiser is in two dimensions at once. Maybe that's where those critters are coming from...,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,465,781,,CommunicatorMessage.KatjaZarkov2,7831,client_row_matched,"My astral drive has taken us through the Etheric Plane on a timeless voyage. My mind, once fettered and feeble, has been freed from the chains of sanity!",0,4816,71037,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,466,781,,CommunicatorMessage.CaptainWeir16,8079,client_row_matched,That's it! It's an astral drive! Just think... something like that would be worth a fortune!,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,496,781,,CommunicatorMessage.KatjaZarkov3,7832,client_row_matched,The ether gate is open! I alone have the will to witness what walks towards us from the astral plane. This world shall bend beneath the weight of the Other!,0,4816,71037,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,502,781,,CommunicatorMessage.KatjaZarkov4,7833,client_row_matched,Too late! The Other is coming! Soon everyone shall be awakened! Soon everyone shall understand!,0,4816,71037,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,503,781,,CommunicatorMessage.CaptainWeir17,7777,client_row_matched,Blessed Navigator! A portal has opened up outside the ship and something's coming through! You've got to destroy that ship or we're all goners!,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,514,781,,CommunicatorMessage.KatjaZarkov5,7834,client_row_matched,No! You have no idea what you have done! The gate must remain open! The Other cannot be stopped!,0,4816,71037,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,536,781,,CommunicatorMessage.CaptainWeir18,7778,client_row_matched,"The self-destruct's activated! Get to the teleporter as quick as you can and I'll divert it to the Skyrunner. Now move, before the ship blows!",0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,773,781,,CommunicatorMessage.CaptainWeir1,7745,client_row_matched,"We've just docked with the ship. It's a Mordesh cruiser, don't you know? No idea how it got past the Dominion blockade around Grismara.",0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,776,781,,CommunicatorMessage.CaptainWeir4,7749,client_row_matched,"Shifted cargo! Some of those Mordesh aren't dead... they're Ravenous! Those things are dangerous, so keep your guard up!",0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,779,781,,CommunicatorMessage.CaptainWeir12,7774,client_row_matched,Do you see that... thing? Scans show it has an energy signature identical to that of the ship's drive system!,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\Script\CrewLogEntityScript.cs,64,,,CommunicatorMessage.CrewLog1,7762,client_row_matched,"Patient after patient comes seeking succor. No Vitalus remains. I can but ease their passing, lest they lose what remains of their minds to the Contagion.",0,4816,71808,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\Script\CrewLogEntityScript.cs,65,,,CommunicatorMessage.CrewLog2,7763,client_row_matched,This is a waking nightmare. We are endlessly entombed in the Ether. I must reroute reserve generators to the medbay so Kholikov can continue his therapeutic work.,0,4816,71809,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\Script\CrewLogEntityScript.cs,66,,,CommunicatorMessage.CrewLog3,8075,client_row_matched,"The Contagion has claimed Kristof. We have locked him away, raging and Ravenous, for the Reapers to deal with. I have not the heart to kill him myself.",0,4816,71808,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\Script\CrewLogEntityScript.cs,67,,,CommunicatorMessage.CrewLog4,7764,client_row_matched,"Zarkhov has rationed the remaining Vitalus. The cargo bay, once flush with this fundamental fluid, is now bare. The doors have been sealed, as has our fate.",0,4816,71810,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\Script\CrewLogEntityScript.cs,68,,,CommunicatorMessage.CrewLog5,7765,client_row_matched,"Zarkhov desires to unleash ""the Other,"" as she calls it, upon our universe. To prevent this, we have cut all power to the astral drive. She will not be happy.",0,4816,71811,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\Script\CrewLogEntityScript.cs,69,,,CommunicatorMessage.CrewLog6,7766,client_row_matched,"The fabric of reality has frayed. I witness things that cannot be. Is my sanity fraying, too? No place aboard this ship is safe while the Ether surrounds it.",0,4816,71812,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\Script\CrewLogEntityScript.cs,70,,,CommunicatorMessage.CrewLog7,7767,client_row_matched,"The etheric creatures cluster around the astral drive and seek out footholds in other parts of the ship. Provided the power outage persists, we should be safe.",0,4816,71813,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\Script\PrimaryPowerPlantHallwayDoorEntityScript.cs,34,,,CommunicatorMessage.CaptainWeir9,7751,client_row_matched,That security grid's still active. See it? I'll bet my tail tip someone's using it to keep those Ravenous Mordesh in here. Think you can get past it?,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\Script\RavenousReaperEntityScript.cs,111,,,CommunicatorMessage.CaptainWeir6,7768,client_row_matched,A lot of the ship's systems are offline. The medbay's emergency generator should be nearby. Get it running so you've got power to work with.,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\FragmentZero\FragmentZeroEventScript.cs,101,680,,CommunicatorMessage.SupervisorLola,7492,client_row_matched,Follow him! He may know where my crew is!,0,0,68637,,,,,,NexusForever.Script.Instance.Expedition.FragmentZero,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\FragmentZero\FragmentZeroEventScript.cs,109,680,,CommunicatorMessage.SupervisorLolax,7493,client_row_matched,"Well, that nasty critter sure made his point. I hope my Hugo and his crew are free from harm.",0,0,68637,,,,,,NexusForever.Script.Instance.Expedition.FragmentZero,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\FragmentZero\FragmentZeroEventScript.cs,392,680,,CommunicatorMessage.CaptainHugo1,7494,client_row_matched,Hey there! My crew and I are in some rough waters here. We got split up and I fear the worst. Could you help us?,0,0,67961,,,,,,NexusForever.Script.Instance.Expedition.FragmentZero,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Raid\Datascape\DatascapeEventScript.cs,227,157,,CommunicatorMessage.Caretaker111,6704,client_row_matched,"Well done, sapients. The daemons are slain, and you now have access to the Oculus.",0,1301,58330,,,,,,NexusForever.Script.Instance.Raid.Datascape,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Raid\Datascape\DatascapeEventScript.cs,232,157,,CommunicatorMessage.Caretaker112,6794,client_row_matched,Exit verified. Sapient visual gullibility also verified.,0,0,58330,,,,,,NexusForever.Script.Instance.Raid.Datascape,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Raid\Datascape\DatascapeEventScript.cs,247,157,,CommunicatorMessage.Caretaker113,6709,client_row_matched,"What a lummox. Never had a sense of humor, that one.",0,1301,58330,,,,,,NexusForever.Script.Instance.Raid.Datascape,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Raid\Datascape\DatascapeEventScript.cs,311,157,,CommunicatorMessage.Caretaker114,6817,client_row_matched,Ah! There's the exit. One of my memory shards is located in the chamber beyond.,0,1301,58330,,,,,,NexusForever.Script.Instance.Raid.Datascape,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Raid\GeneticArchives\GeneticArchivesEventScript.cs,82,159,,CommunicatorMessage.TheDreadphageOhmna1,6855,client_row_matched,"You have awakened the Dreadphage Ohmna, wretched things. Long ago, I toiled within these walls to create the Genesis Prime... But now that the Entity has perfected me, this place serves an even higher purpose. Would you like to see my children? Come, let me show you...",0,1327,49395,,,,,,NexusForever.Script.Instance.Raid.GeneticArchives,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Raid\GeneticArchives\GeneticArchivesEventScript.cs,243,159,,CommunicatorMessage.TheDreadphageOhmna1,6855,client_row_matched,"You have awakened the Dreadphage Ohmna, wretched things. Long ago, I toiled within these walls to create the Genesis Prime... But now that the Entity has perfected me, this place serves an even higher purpose. Would you like to see my children? Come, let me show you...",0,1327,49395,,,,,,NexusForever.Script.Instance.Raid.GeneticArchives,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
