"opcode","hex","direction","coverageStatus","decodeState","aliasCount","aliasOpcodes","modelCount","handlerCount","readableModelCount","writableModelCount","placeholderModeled","comment","modelTypes","modelPaths","handlerTypes","handlerPaths"
"ServerGroupFlagsChanged","0x0410","Server","modeled","named","1","ServerGroupFlagsChanged","1","0","0","1","False","","ServerGroupFlagsChanged","Source/NexusForever.Network.World/Message/Model/ServerGroupFlagsChanged.cs","",""
"ClientGroupGotoGroupInstance","0x0411","Client","handled","named","1","ClientGroupGotoGroupInstance","1","1","1","0","False","","ClientGroupGotoGroupInstance","Source/NexusForever.Network.World/Message/Model/ClientGroupGotoGroupInstance.cs","ClientGroupGotoGroupInstanceHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupInstanceHandlers.cs"
"ClientGroupSetInstanceDifficulty","0x0412","Client","handled","named","1","ClientGroupSetInstanceDifficulty","1","1","1","0","False","","ClientGroupSetInstanceDifficulty","Source/NexusForever.Network.World/Message/Model/ClientGroupSetInstanceDifficulty.cs","ClientGroupSetInstanceDifficultyHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupInstanceHandlers.cs"
"ServerGroupInstanceDifficultyResponse","0x0414","Server","modeled","named","1","ServerGroupInstanceDifficultyResponse","1","0","0","1","False","0x18-byte payload; response to ClientGroupSetInstanceDifficulty (0x0412). Field layout needs Ghidra verification.","ServerGroupInstanceDifficultyResponse","Source/NexusForever.Network.World/Message/Model/ServerGroupInstanceDifficultyResponse.cs","",""
"ClientGroupInvite","0x0416","Client","handled","named","1","ClientGroupInvite","1","1","1","0","False","","ClientGroupInvite","Source/NexusForever.Network.World/Message/Model/ClientGroupInvite.cs","ClientGroupInviteHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupInviteHandler.cs"
"ClientGroupInviteResponse","0x041A","Client","handled","named","1","ClientGroupInviteResponse","1","1","1","0","False","","ClientGroupInviteResponse","Source/NexusForever.Network.World/Message/Model/ClientGroupInviteResponse.cs","ClientGroupInviteResponseHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupInviteResponseHandler.cs"
"ServerGroupInviteResult","0x041D","Server","modeled","named","1","ServerGroupInviteResult","1","0","0","1","False","","ServerGroupInviteResult","Source/NexusForever.Network.World/Message/Model/ServerGroupInviteResult.cs","",""
"ServerGroupInviteReceived","0x041F","Server","modeled","named","1","ServerGroupInviteReceived","1","0","0","1","False","","ServerGroupInviteReceived","Source/NexusForever.Network.World/Message/Model/ServerGroupInviteReceived.cs","",""
"ClientGroupRequestJoin","0x0422","Client","handled","named","1","ClientGroupRequestJoin","1","1","1","0","False","","ClientGroupRequestJoin","Source/NexusForever.Network.World/Message/Model/ClientGroupRequestJoin.cs","ClientGroupRequestJoinHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupRequestJoinHandler.cs"
"ServerGroupRequestJoinResponse","0x0424","Server","modeled","named","1","ServerGroupRequestJoinResponse","1","0","0","1","False","","ServerGroupRequestJoinResponse","Source/NexusForever.Network.World/Message/Model/ServerGroupRequestJoinResponse.cs","",""
"ServerGroupJoin","0x0427","Server","modeled","named","1","ServerGroupJoin","1","0","0","1","False","","ServerGroupJoin","Source/NexusForever.Network.World/Message/Model/ServerGroupJoin.cs","",""
"ClientGroupKick","0x0428","Client","handled","named","1","ClientGroupKick","1","1","1","0","False","","ClientGroupKick","Source/NexusForever.Network.World/Message/Model/ClientGroupKick.cs","ClientGroupKickHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupKickHandler.cs"
"ServerGroupKickResult","0x042A","Server","modeled","named","1","ServerGroupKickResult","1","0","0","1","False","0xC-byte payload; response to ClientGroupKick (0x0428).","ServerGroupKickResult","Source/NexusForever.Network.World/Message/Model/ServerGroupKickResult.cs","",""
"ClientGroupLeave","0x042B","Client","handled","named","1","ClientGroupLeave","1","1","1","0","False","","ClientGroupLeave","Source/NexusForever.Network.World/Message/Model/ClientGroupLeave.cs","ClientGroupLeaveHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupLeaveHandler.cs"
"ServerGroupLeave","0x042D","Server","modeled","named","1","ServerGroupLeave","1","0","0","1","False","","ServerGroupLeave","Source/NexusForever.Network.World/Message/Model/ServerGroupLeave.cs","",""
"ClientGroupLootRulesChange","0x042E","Client","handled","named","1","ClientGroupLootRulesChange","1","1","1","0","False","","ClientGroupLootRulesChange","Source/NexusForever.Network.World/Message/Model/ClientGroupLootRulesChange.cs","ClientGroupLootRulesChangeHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupLootRulesChangeHandler.cs"
"ServerGroupLootRulesChange","0x042F","Server","modeled","named","1","ServerGroupLootRulesChange","1","0","0","1","False","","ServerGroupLootRulesChange","Source/NexusForever.Network.World/Message/Model/ServerGroupLootRulesChange.cs","",""
"ServerGroupLootRuleValidationResult","0x0431","Server","modeled","named","1","ServerGroupLootRuleValidationResult","1","0","0","1","False","0x18-byte payload; after ServerGroupLootRulesChange (0x042F).","ServerGroupLootRuleValidationResult","Source/NexusForever.Network.World/Message/Model/ServerGroupLootRuleValidationResult.cs","",""
"ClientGroupMarkUnit","0x0432","Client","handled","named","1","ClientGroupMarkUnit","1","1","1","0","False","","ClientGroupMark","Source/NexusForever.Network.World/Message/Model/ClientGroupMark.cs","ClientGroupMarkUnitHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupMarkUnitHandler.cs"
"ServerGroupRosterUpdate","0x0436","Server","modeled","named","1","ServerGroupRosterUpdate","1","0","0","0","False","0x60-byte payload; per-member roster/stat refresh (FUN_140607490).","ServerGroupRosterUpdate","Source/NexusForever.Network.World/Message/Model/ServerGroupRosterUpdate.cs","",""
"ServerGroupMemberFlagsChanged","0x0437","Server","modeled","named","1","ServerGroupMemberFlagsChanged","1","0","0","1","False","","ServerGroupMemberFlagsChanged","Source/NexusForever.Network.World/Message/Model/ServerGroupMemberFlagsChanged.cs","",""
"ServerGroupMemberRoleChange","0x0438","Server","modeled","named","1","ServerGroupMemberRoleChange","1","0","0","1","False","0x28-byte payload; mirrors ServerGroupMemberFlagsChanged layout.","ServerGroupMemberRoleChange","Source/NexusForever.Network.World/Message/Model/ServerGroupMemberRoleChange.cs","",""
"ServerGroupReadyCheckStatusUpdate","0x0441","Server","modeled","named","1","ServerGroupReadyCheckStatusUpdate","1","0","0","1","False","0x38-byte payload; ready check status broadcast.","ServerGroupReadyCheckStatusUpdate","Source/NexusForever.Network.World/Message/Model/ServerGroupReadyCheckStatusUpdate.cs","",""
"ServerGroupActionResult","0x0443","Server","modeled","named","1","ServerGroupActionResult","1","0","0","1","False","","ServerGroupActionResult","Source/NexusForever.Network.World/Message/Model/ServerGroupActionResult.cs","",""
"ClientGroupPromote","0x0446","Client","handled","named","1","ClientGroupPromote","1","1","1","0","False","","ClientGroupPromote","Source/NexusForever.Network.World/Message/Model/ClientGroupPromote.cs","ClientGroupPromoteHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupPromoteHandler.cs"
"ServerGroupPromote","0x0447","Server","modeled","named","1","ServerGroupPromote","1","0","0","1","False","","ServerGroupPromote","Source/NexusForever.Network.World/Message/Model/ServerGroupPromote.cs","",""
"ClientGroupSendReadyCheck","0x044A","Client","handled","named","1","ClientGroupSendReadyCheck","1","1","1","0","False","","ClientGroupSendReadyCheck","Source/NexusForever.Network.World/Message/Model/ClientGroupSendReadyCheck.cs","ClientGroupSendReadyCheckHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupSendReadyCheckHandler.cs"
"ServerGroupSendReadyCheck","0x044C","Server","modeled","named","1","ServerGroupSendReadyCheck","1","0","0","1","False","","ServerGroupSendReadyCheck","Source/NexusForever.Network.World/Message/Model/ServerGroupSendReadyCheck.cs","",""
"ServerGroupReferral","0x044F","Server","modeled","named","1","ServerGroupReferral","1","0","0","1","False","","ServerGroupReferral","Source/NexusForever.Network.World/Message/Model/ServerGroupReferral.cs","",""
"ServerGroupRemove","0x0450","Server","modeled","named","1","ServerGroupRemove","1","0","0","1","False","","ServerGroupRemove","Source/NexusForever.Network.World/Message/Model/ServerGroupRemove.cs","",""
"ClientGroupRequestJoinResponse","0x0453","Client","handled","named","1","ClientGroupRequestJoinResponse","1","1","1","0","False","","ClientGroupRequestJoinResponse","Source/NexusForever.Network.World/Message/Model/ClientGroupRequestJoinResponse.cs","ClientGroupRequestJoinResponseHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Group/ClientGroupRequestJoinResponseHandler.cs"
"ServerGroupRequestJoinResult","0x0456","Server","modeled","named","1","ServerGroupRequestJoinResult","1","0","0","1","False","","ServerGroupRequestJoinResult","Source/NexusForever.Network.World/Message/Model/ServerGroupRequestJoinResult.cs","",""
"ServerGroupRequestJoinWindow","0x045A","Server","modeled","named","1","ServerGroupRequestJoinWindow","1","0","0","1","False","0x20-byte payload; join request dialog for leader.","ServerGroupRequestJoinWindow","Source/NexusForever.Network.World/Message/Model/ServerGroupRequestJoinWindow.cs","",""
"ServerGroupMarkUnit","0x045B","Server","modeled","named","1","ServerGroupMarkUnit","1","0","0","1","False","","ServerGroupMarkUnit","Source/NexusForever.Network.World/Message/Model/ServerGroupMarkUnit.cs","",""
"ClientQuestShareResult","0x045E","Client","handled","named","1","ClientQuestShareResult","1","1","1","0","False","","ClientQuestShareResult","Source/NexusForever.Network.World/Message/Model/ClientQuestShareResult.cs","ClientQuestShareResultHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestShareResultHandler.cs"
"ClientQuestShare","0x045F","Client","handled","named","1","ClientQuestShare","1","1","1","0","False","","ClientQuestShare","Source/NexusForever.Network.World/Message/Model/ClientQuestShare.cs","ClientQuestShareHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestShareHandler.cs"
"ServerQuestShareResult","0x0461","Server","modeled","named","1","ServerQuestShareResult","1","0","0","1","False","0x10-byte payload; quest share result between ClientQuestShare (0x045F) and ServerGroupMaxSizeChange (0x0462).","ServerQuestShareResult","Source/NexusForever.Network.World/Message/Model/ServerQuestShareResult.cs","",""
"ServerGroupMaxSizeChange","0x0462","Server","modeled","named","1","ServerGroupMaxSizeChange","1","0","0","1","False","","ServerGroupMaxSizeChange","Source/NexusForever.Network.World/Message/Model/ServerGroupMaxSizeChange.cs","",""
"ServerGroupMemberStatUpdate","0x0466","Server","modeled","named","1","ServerGroupMemberStatUpdate","1","0","0","1","False","","ServerGroupMemberStatUpdate","Source/NexusForever.Network.World/Message/Model/ServerGroupMemberStatUpdate.cs","",""
"ServerGroupUpdatePlayerRealm","0x0467","Server","modeled","named","1","ServerGroupUpdatePlayerRealm","1","0","0","1","False","","ServerGroupUpdatePlayerRealm","Source/NexusForever.Network.World/Message/Model/ServerGroupUpdatePlayerRealm.cs","",""
"ServerGroupMemberDetailUpdate","0x0468","Server","modeled","named","1","ServerGroupMemberDetailUpdate","1","0","0","1","False","0x28-byte payload; compact member detail refresh (prefix of FUN_140607490 layout).","ServerGroupMemberDetailUpdate","Source/NexusForever.Network.World/Message/Model/ServerGroupMemberDetailUpdate.cs","",""
"ServerGroupPositionUpdate","0x0469","Server","modeled","named","1","ServerGroupPositionUpdate","1","0","0","1","False","","ServerGroupPositionUpdate","Source/NexusForever.Network.World/Message/Model/ServerGroupPositionUpdate.cs","",""
"ServerGuildBankInventoryAdd","0x046F","Server","modeled","named","1","ServerGuildBankInventoryAdd","1","0","0","1","False","","ServerGuildBankInventoryAdd","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildBankInventoryAdd.cs","",""
"ServerGuildBankInventoryRemove","0x0470","Server","modeled","named","1","ServerGuildBankInventoryRemove","1","0","0","1","False","","ServerGuildBankInventoryRemove","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildBankInventoryRemove.cs","",""
"ClientGuildBankTransaction","0x0471","Client","handled","named","1","ClientGuildBankTransaction","1","1","1","0","False","","ClientGuildBankTransaction","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildBankTransaction.cs","ClientGuildBankTransactionHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildBankTransactionHandler.cs"
"ClientGuildBankTransaction2","0x0473","Client","handled","named","1","ClientGuildBankTransaction2","1","1","1","0","False","","ClientGuildBankTransaction2","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildBankTransaction2.cs","ClientGuildBankTransaction2Handler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildBankTransaction2Handler.cs"
"ServerGuildBankInventoryCount","0x0476","Server","modeled","named","1","ServerGuildBankInventoryCount","1","0","0","1","False","","ServerGuildBankInventoryCount","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildBankInventoryCount.cs","",""
"ClientGuildBankTabOpen","0x0477","Client","handled","named","1","ClientGuildBankTabOpen","1","1","1","0","False","","ClientGuildBankTabOpen","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildBankTabOpen.cs","ClientGuildBankTabOpenHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildBankTabOpenHandler.cs"
"ServerGuildBankTabCount","0x0478","Server","modeled","named","1","ServerGuildBankTabCount","1","0","0","1","False","","ServerGuildBankTabCount","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildBankTabCount.cs","",""
"ServerGuildBankTabRename","0x0479","Server","modeled","named","1","ServerGuildBankTabRename","1","0","0","1","False","","ServerGuildBankTabRename","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildBankTabRename.cs","",""
"ServerGuildBankTabInventory","0x047A","Server","modeled","named","1","ServerGuildBankTabInventory","1","0","0","1","False","","ServerGuildBankTabInventory","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildBankTabInventory.cs","",""
"ServerGuildClassification","0x0480","Server","modeled","named","1","ServerGuildClassification","1","0","0","1","False","","ServerGuildClassification","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildClassification.cs","",""
"ClientGuildRegister","0x0481","Client","handled","named","1","ClientGuildRegister","1","1","1","0","False","","ClientGuildRegister","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildRegister.cs","ClientGuildRegisterHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildRegisterHandler.cs"
"ServerGuildEventLogChange","0x0487","Server","modeled","named","1","ServerGuildEventLogChange","1","0","0","1","False","","ServerGuildEventLogChange","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildEventLogChange.cs","",""
"ServerGuildEventLog","0x0489","Server","modeled","named","1","ServerGuildEventLog","1","0","0","1","False","","ServerGuildEventLog","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildEventLog.cs","",""
"ServerGuildEventLogDeleteEntry","0x048A","Server","modeled","named","1","ServerGuildEventLogDeleteEntry","1","0","0","1","False","","ServerGuildEventLogDeleteEntry","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildEventLogDeleteEntry.cs","",""
"ServerGuildFlagsUpdate","0x048B","Server","modeled","named","1","ServerGuildFlagsUpdate","1","0","0","1","False","","ServerGuildFlagsUpdate","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildFlagsUpdate.cs","",""
"ServerGuildInfluenceAndMoney","0x048D","Server","modeled","named","1","ServerGuildInfluenceAndMoney","1","0","0","1","False","","ServerGuildInfluenceAndMoney","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildInfluenceAndMoney.cs","",""
"ServerGuildInfoMessageUpdate","0x048F","Server","modeled","named","1","ServerGuildInfoMessageUpdate","1","0","0","1","False","","ServerGuildInfoMessageUpdate","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildInfoMessageUpdate.cs","",""
"ClientGuildInviteResponse","0x0490","Client","handled","named","1","ClientGuildInviteResponse","1","1","1","0","False","","ClientGuildInviteResponse","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildInviteResponse.cs","ClientGuildInviteResponseHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildInviteResponseHandler.cs"
"ServerGuildInvite","0x0491","Server","modeled","named","1","ServerGuildInvite","1","0","0","1","False","","ServerGuildInvite","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildInvite.cs","",""
"ServerGuildJoin","0x0493","Server","modeled","named","1","ServerGuildJoin","1","0","0","1","False","","ServerGuildJoin","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildJoin.cs","",""
"ServerGuildRemove","0x0495","Server","modeled","named","1","ServerGuildRemove","1","0","0","1","False","","ServerGuildRemove","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildRemove.cs","",""
"ServerGuildInit","0x0497","Server","modeled","named","1","ServerGuildInit","1","0","0","1","False","","ServerGuildInit","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildInit.cs","",""
"ServerGuildRecruitmentAvailability","0x049F","Server","modeled","named","1","ServerGuildRecruitmentAvailability","1","0","0","1","False","","ServerGuildRecruitmentAvailability","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildRecruitmentAvailability.cs","",""
"ServerGuildRoster","0x04A0","Server","modeled","named","1","ServerGuildRoster","1","0","0","1","False","","ServerGuildRoster","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildRoster.cs","",""
"ServerGuildBankWithdraw","0x04A1","Server","modeled","named","1","ServerGuildBankWithdraw","1","0","0","1","False","","ServerGuildBankWithdraw","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildBankWithdraw.cs","",""
"ServerGuildMemberRemove","0x04A2","Server","modeled","named","1","ServerGuildMemberRemove","1","0","0","1","False","","ServerGuildMemberRemove","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildMemberRemove.cs","",""
"ServerGuildMemberChange","0x04A3","Server","modeled","named","1","ServerGuildMemberChange","1","0","0","1","False","","ServerGuildMemberChange","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildMemberChange.cs","",""
"ServerGuildMotdUpdate","0x04A5","Server","modeled","named","1","ServerGuildMotdUpdate","1","0","0","1","False","","ServerGuildMotdUpdate","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildMotdUpdate.cs","",""
"ClientGuildStandardModify","0x04A6","Client","handled","named","1","ClientGuildStandardModify","1","1","1","0","False","","ClientGuildStandardModify","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildStandardModify.cs","ClientGuildStandardModifyHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildStandardModifyHandler.cs"
"ClientGuildBankMoneyTransaction","0x04A8","Client","handled","named","1","ClientGuildBankMoneyTransaction","1","1","1","0","False","","ClientGuildBankMoneyTransaction","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildBankMoneyTransaction.cs","ClientGuildBankMoneyTransactionHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildBankMoneyTransactionHandler.cs"
"ServerGuildNameplateChange","0x04AC","Server","modeled","named","1","ServerGuildNameplateChange","1","0","0","1","False","","ServerGuildNameplateChange","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildNameplateChange.cs","",""
"ServerUnitGuildNameplateChanged","0x04AE","Server","modeled","named","1","ServerUnitGuildNameplateChanged","1","0","0","1","False","","ServerUnitGuildNameplateChanged","Source/NexusForever.Network.World/Message/Model/Guild/ServerUnitGuildNameplateChanged.cs","",""
"ServerGuildRename","0x04AF","Server","modeled","named","1","ServerGuildRename","1","0","0","1","False","","ServerGuildRename","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildRename.cs","",""
"ClientGuildOperation","0x04B1","Client","handled","named","1","ClientGuildOperation","1","1","1","0","False","","ClientGuildOperation","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildOperation.cs","ClientGuildOperationHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildOperationHandler.cs"
"ClientGuildPerkActivate","0x04B2","Client","handled","named","1","ClientGuildPerkActivate","1","1","0","0","False","","ClientGuildPerkActivate","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildPerkActivate.cs","ClientGuildPerkActivateHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildPerkActivateHandler.cs"
"ClientGuildBankTabRename","0x04B3","Client","handled","named","1","ClientGuildBankTabRename","1","1","0","0","False","","ClientGuildBankTabRename","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildBankTabRename.cs","ClientGuildBankTabRenameHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildBankTabRenameHandler.cs"
"ServerGuildPerkActivated","0x04B6","Server","modeled","named","1","ServerGuildPerkActivated","1","0","0","1","False","","ServerGuildPerkActivated","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildPerkActivated.cs","",""
"ServerGuildPerkDeactivated","0x04BA","Server","modeled","named","1","ServerGuildPerkDeactivated","1","0","0","1","False","","ServerGuildPerkDeactivated","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildPerkDeactivated.cs","",""
"ServerGuildPerkUnlocked","0x04BD","Server","modeled","named","1","ServerGuildPerkUnlocked","1","0","0","1","False","","ServerGuildPerkUnlocked","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildPerkUnlocked.cs","",""
"ServerGuildPvpStatsUpdate","0x04C1","Server","modeled","named","1","ServerGuildPvpStatsUpdate","1","0","0","1","False","","ServerGuildPvpStatsUpdate","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildPvpStatsUpdate.cs","",""
"ServerGuildQueueStateChanged","0x04C3","Server","modeled","named","1","ServerGuildQueueStateChanged","1","0","0","1","False","","ServerGuildQueueStateChanged","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildQueueStateChanged.cs","",""
"ServerGuildRankChange","0x04C5","Server","modeled","named","1","ServerGuildRankChange","1","0","0","1","False","","ServerGuildRankChange","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildRankChange.cs","",""
"ServerGuildResult","0x04C9","Server","modeled","named","1","ServerGuildResult","1","0","0","1","False","","ServerGuildResult","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildResult.cs","",""
"ServerGuildResult2","0x04CA","Server","modeled","named","1","ServerGuildResult2","1","0","0","0","False","","ServerGuildResult2","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildResult2.cs","",""
"ClientGuildSetStandard","0x04CF","Client","handled","named","1","ClientGuildSetStandard","1","1","1","0","False","","ClientGuildSetStandard","Source/NexusForever.Network.World/Message/Model/Guild/ClientGuildSetStandard.cs","ClientGuildSetStandardHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientGuildSetStandardHandler.cs"
"ServerGuildStandard","0x04D0","Server","modeled","named","1","ServerGuildStandard","1","0","0","1","False","","ServerGuildStandard","Source/NexusForever.Network.World/Message/Model/Guild/ServerGuildStandard.cs","",""
"ServerUnitMemberOfGuildChange","0x04D4","Server","modeled","named","1","ServerUnitMemberOfGuildChange","1","0","0","1","False","","ServerUnitMemberOfGuildChange","Source/NexusForever.Network.World/Message/Model/Guild/ServerUnitMemberOfGuildChange.cs","",""
"ServerHealthyGamingUpdate","0x04DA","Server","modeled","named","1","ServerHealthyGamingUpdate","1","0","0","1","False","","ServerHealthyGamingUpdate","Source/NexusForever.Network.World/Message/Model/Info/ServerHealthyGamingUpdate.cs","",""
"ClientCastSpellContinuous","0x04DB","Client","handled","named","1","ClientCastSpellContinuous","1","1","1","0","False","","ClientCastSpellContinuous","Source/NexusForever.Network.World/Message/Model/ClientCastSpellContinuous.cs","ClientCastSpellContinuousHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Spell/ClientCastSpellContinuousHandler.cs"
"ServerHousingPlacedResidencesList","0x04DD","Server","modeled","named","1","ServerHousingPlacedResidencesList","1","0","0","1","False","","ServerHousingPlacedResidencesList","Source/NexusForever.Network.World/Message/Model/ServerHousingPlacedResidencesList.cs","",""
"ServerHousingResidenceDecor","0x04DE","Server","modeled","named","1","ServerHousingResidenceDecor","1","0","0","1","False","","ServerHousingResidenceDecor","Source/NexusForever.Network.World/Message/Model/ServerHousingResidenceDecor.cs","",""
"ServerHousingProperties","0x04DF","Server","modeled","named","1","ServerHousingProperties","1","0","0","1","False","","ServerHousingProperties","Source/NexusForever.Network.World/Message/Model/ServerHousingProperties.cs","",""
"ServerHousingPlots","0x04E1","Server","modeled","named","1","ServerHousingPlots","1","0","0","1","False","","ServerHousingPlots","Source/NexusForever.Network.World/Message/Model/ServerHousingPlots.cs","",""
"ClientItemUseDecor","0x04E7","Client","handled","named","1","ClientItemUseDecor","1","1","1","0","False","","ClientItemUseDecor","Source/NexusForever.Network.World/Message/Model/ClientItemUseDecor.cs","ClientItemUseDecorHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Item/ClientItemUseDecorHandler.cs"
"ClientHousingCommunityRemoval","0x04EA","Client","handled","named","1","ClientHousingCommunityRemoval","1","1","1","0","False","","ClientHousingCommunityRemoval","Source/NexusForever.Network.World/Message/Model/ClientHousingCommunityRemoval.cs","ClientHousingCommunityRemovalHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingCommunityRemovalHandler.cs"
"ClientHousingCrateAllDecor","0x04EC","Client","handled","named","1","ClientHousingCrateAllDecor","1","1","1","0","False","","ClientHousingCrateAllDecor","Source/NexusForever.Network.World/Message/Model/ClientHousingCrateAllDecor.cs","ClientHousingCrateAllDecorHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingCrateAllDecorHandler.cs"
"ClientHousingCommunityDonate","0x04F5","Client","handled","named","1","ClientHousingCommunityDonate","1","1","1","0","False","","ClientHousingCommunityDonate","Source/NexusForever.Network.World/Message/Model/ClientHousingCommunityDonate.cs","ClientHousingCommunityDonateHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingCommunityDonateHandler.cs"
"ServerHousingCommunityDonateUpdate","0x04FE","Server","modeled","named","1","ServerHousingCommunityDonateUpdate","1","0","0","1","False","","ServerHousingCommunityDonateUpdate","Source/NexusForever.Network.World/Message/Model/ServerHousingCommunityDonateUpdate.cs","",""
"ServerHousingNeighborhoodEntry","0x0501","Server","modeled","named","1","ServerHousingNeighborhoodEntry","1","0","0","1","False","","ServerHousingNeighborhoodEntry","Source/NexusForever.Network.World/Message/Model/ServerHousingNeighborhood.cs","",""
"ServerHousingNeighborhoodList","0x0506","Server","modeled","named","1","ServerHousingNeighborhoodList","1","0","0","1","False","","ServerHousingNeighborhoodList","Source/NexusForever.Network.World/Message/Model/ServerHousingNeighborhood.cs","",""
"ServerHousingNeighbors","0x0507","Server","modeled","named","1","ServerHousingNeighbors","1","0","0","1","False","","ServerHousingNeighbors","Source/NexusForever.Network.World/Message/Model/ServerHousingNeighbors.cs","",""
"ServerHousingVendorList","0x0508","Server","modeled","named","1","ServerHousingVendorList","1","0","0","1","False","","ServerHousingVendorList","Source/NexusForever.Network.World/Message/Model/ServerHousingVendorList.cs","",""
"ServerHousingHarvestItemsSentToOwner","0x0509","Server","modeled","named","1","ServerHousingHarvestItemsSentToOwner","1","0","0","1","False","payload @ Harvest_DispatchItemsSentToOwnerEvent (1404bbb80); opcode inferred from housing gap","ServerHousingHarvestItemsSentToOwner","Source/NexusForever.Network.World/Message/Model/ServerHousingHarvestItemsSentToOwner.cs","",""
"ClientHousingRemodel","0x050A","Client","handled","named","1","ClientHousingRemodel","1","1","1","0","False","","ClientHousingRemodel","Source/NexusForever.Network.World/Message/Model/ClientHousingRemodel.cs","ClientHousingRemodelHandler","Source/NexusForever.WorldServer/Network/Message/Handler/Housing/ClientHousingRemodelHandler.cs"
