content_type,world_id,instance_name,dependency_type,dependency_id,entity_id,creature_id,entity_type,area_id,event_id,phase,script_name,stat,value,x,y,z,rx,ry,rz,display_info,outfit_info,faction1,faction2,quest_checklist_idx,active_prop_id,world_socket_id,mode,reconciliation_field,reconciliation_value,related_events,related_scripts,related_stats,source_comment,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
raid,1333,Datascape,entity_event,1100300065:event:157:4,1100300065,56200,0,4476,157,4,,,,3635.073,-745.20,-3373.29,1.11529,0,0,27434,0,1171,1171,0,0,0,0,,,,,,Datascape Second Frost Boulder Avalanche; source creature 56200; event 157 phase 4; Branch SQL supplies placed Frost Boulder coordinates; phase 4 is WIP-guessed from the current Datascape event script's SecondFrostBoulder phase.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300066:event:157:5,1100300066,31674,0,4476,157,5,,,,3328.50,-696.86,-3639.44,-1.42842,0,0,23490,0,1171,1171,0,0,0,0,,,,,,Datascape Frostbringer Warlock; source creature 31674; event 157 phase 5; Branch SQL supplies placed Frostbringer Warlock coordinates; phase 5 is WIP-guessed from the current Datascape event script's FrostbringerWarlock phase.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300067:event:157:0,1100300067,31885,0,1590,157,0,,,,2985.78,-794.348,3396.41,-0.693315,0,0,27107,0,1171,1171,0,0,0,0,,,,,,"Datascape Bio-Enhanced Broodmother; source creature 31885; event 157 phase 0; Branch SQL supplies placed Bio-Enhanced Broodmother coordinates; current C# activates this objective from ED-1 completion without a mapped separate phase, so phase 0 is WIP-guessed.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300068:event:157:11,1100300068,30498,0,1609,157,11,,,,4310,-567.817,-16812,-3.08841,0,0,32992,0,1171,1171,0,0,0,0,,,,,,Datascape Gloomclaw; source creature 30498; event 157 phase 11; Branch SQL supplies placed Gloomclaw coordinates; phase 11 is WIP-guessed from the current Datascape event script's Gloomclaw phase.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300069:event:157:12,1100300069,48065,0,2371,157,12,,,,-22076.3,598.146,-15934.1,1,0,0,28678,0,1171,1171,0,0,0,0,,,,,,"Datascape Hyper-Accelerated Skeledroid; source creature 48065; event 157 phase 12; Branch SQL supplies placed Hyper-Accelerated Skeledroid coordinates; current C# activates this sub-objective during LogicWingRoom1, so phase 12 is WIP-guessed.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300070:event:157:14,1100300070,48374,0,2373,157,14,,,,-22050.2,619.71,-14309.2,2.56983,0,0,28901,0,1171,1171,0,0,0,0,,,,,,"Datascape Augmented Herald of Avatus; source creature 48374; event 157 phase 14; Branch SQL supplies placed Augmented Herald coordinates; current C# activates this sub-objective during LogicWingRoom3, so phase 14 is WIP-guessed.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300071:event:157:19,1100300071,48295,0,1594,157,19,,,,-4018.35,-905.709,2575.45,-1.7226,0,0,36939,0,1171,1171,0,0,0,0,,,,,,Datascape Warmonger Agratha; source creature 48295; event 157 phase 19; Branch SQL supplies placed Warmonger Agratha coordinates; phase 19 is WIP-guessed from the current Datascape event script.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300072:event:157:20,1100300072,48916,0,4478,157,20,,,,-4350.04,-913.187,2404.41,-1.44454,0,0,36939,0,1171,1171,0,0,0,0,,,,,,Datascape Warmonger Chuna; source creature 48916; event 157 phase 20; Branch SQL supplies placed Warmonger Chuna coordinates; phase 20 is WIP-guessed from the current Datascape event script.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300073:event:157:21,1100300073,48917,0,4479,157,21,,,,-4359.49,-903.383,2590.74,0.19367,0,0,36939,0,1171,1171,0,0,0,0,,,,,,Datascape Warmonger Talarii; source creature 48917; event 157 phase 21; Branch SQL supplies placed Warmonger Talarii coordinates; phase 21 is WIP-guessed from the current Datascape event script.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300074:event:157:22,1100300074,48177,0,1479,157,22,,,,-4403.72,-821.913,2679.14,-1.63275,0,0,36938,0,1171,1171,0,0,0,0,,,,,,Datascape Grand Warmonger Targresh; source creature 48177; event 157 phase 22; Branch SQL supplies placed Grand Warmonger Targresh coordinates; phase 22 is WIP-guessed from the current Datascape event script.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
raid,1333,Datascape,entity_event,1100300075:event:157:26,1100300075,30505,0,1301,157,26,,,,618,-198.7,-174,1.61258,0,0,28937,0,1171,1171,0,0,0,0,,,,,,Datascape Avatus; source creature 30505; event 157 phase 26; Branch SQL supplies placed Avatus coordinates; phase 26 is WIP-guessed from the current Datascape event script's Avatus phase.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
dungeon,3522,Coldblood Citadel,entity_script,1100300001:script:HailstoneGatecrasherEntityScript,1100300001,75508,0,0,,,HailstoneGatecrasherEntityScript,,,459.544,-467.2018,-596.769,0,0,0,24808,0,691,691,0,0,0,0,,,,,,"Coldblood Citadel Hailstone Gatecrasher; source creature 75508; event 907 phase 1; Branch SQL supplies event 907 phase 1, level stat 50, and HailstoneGatecrasherEntityScript; current C# has the WIP-guessed event script and matching entity script.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,3173,Protogames Academy,entity_script,1100300031:script:InvulnotronEntityScript,1100300031,67475,0,4651,,,InvulnotronEntityScript,,,-24330.6,-974.0855,-28917.8,0,0,0,24783,0,1322,1322,0,0,0,0,,,,,,"Protogames Academy Invulnotron; source creature 67475; event 667 phase 3; Branch SQL supplies event 667 phase 3 and InvulnotronEntityScript; current C# has a WIP objective-credit script, while combat behavior and spawn timing remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,3173,Protogames Academy,entity_script,1100300033:script:GromkaEntityScript,1100300033,67594,0,4507,,,GromkaEntityScript,,,-24424.6,-974.0912,-28788.1,0,0,0,28878,0,1322,1322,0,0,0,0,,,,,,"Protogames Academy Gromka; source creature 67594; event 667 phase 5; Branch SQL supplies event 667 phase 5 and GromkaEntityScript; current C# has a WIP objective-credit script, while combat behavior and spawn timing remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,3173,Protogames Academy,entity_script,1100300034:script:IrukiBoldbeardEntityScript,1100300034,67663,0,4507,,,IrukiBoldbeardEntityScript,,,-24360.97,-972.6974,-28943.9,0,0,0,32741,0,1322,1322,0,0,0,0,,,,,,"Protogames Academy Iruki Boldbeard; source creature 67663; event 667 phase 7; Branch SQL supplies event 667 phase 7 and IrukiBoldbeardEntityScript; current C# has a WIP objective-credit script, while combat behavior and spawn timing remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,3173,Protogames Academy,entity_script,1100300035:script:SeekNSlaughterEntityScript,1100300035,67668,0,4507,,,SeekNSlaughterEntityScript,,,-19777.14,-946.8414,-29457.42,0,0,0,21309,0,233,233,0,0,0,0,,,,,,"Protogames Academy Seek-N-Slaughter; source creature 67668; event 667 phase 11; Branch SQL supplies event 667 phase 11 and current C# activates DefeatSeekNSlaughter; this WIP objective-credit script only grants death credit, while combat behavior remains blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,3173,Protogames Academy,entity_script,1100300036:script:IceboxMk2EntityScript,1100300036,67757,0,4507,,,IceboxMk2EntityScript,,,-19777.14,-946.8414,-29457.42,0,0,0,21323,0,233,233,0,0,0,0,,,,,,"Protogames Academy Icebox Mk. 2; source creature 67757; event 667 phase 13; Branch SQL supplies event 667 phase 13 and current C# activates DefeatIceboxMk2; this WIP objective-credit script only grants death credit, while combat behavior remains blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,1336,Ruins of Kel Voreth,entity_script,1100300044:script:ForgemasterTrogunEntityScript,1100300044,32531,0,0,,,ForgemasterTrogunEntityScript,,,-24.77,-737.08,990.32,0,0,0,29203,0,691,691,0,0,0,0,,,,,,"Ruins of Kel Voreth Forgemaster Trogun; source creature 32531; event 161 phase 3; Branch SQL supplies event 161 phase 3 and ForgemasterTrogunEntityScript; current C# has a WIP objective-credit script, while exact boss combat and door choreography remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,1336,Ruins of Kel Voreth,entity_script,1100300045:script:GrondTheCorpsemakerEntityScript,1100300045,32534,0,0,,,GrondTheCorpsemakerEntityScript,,,195.41,-899.36,225.65,0,0,0,27715,0,691,691,0,0,0,0,,,,,,"Ruins of Kel Voreth Grond the Corpsemaker; source creature 32534; event 161 phase 1; Branch SQL supplies event 161 phase 1 and GrondTheCorpsemakerEntityScript; current C# has a WIP objective-credit script, while exact boss combat and encounter choreography remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,1336,Ruins of Kel Voreth,entity_script,1100300046:script:SlavemasterDrokkEntityScript,1100300046,32536,0,0,,,SlavemasterDrokkEntityScript,,,596.36,-882.84,976.53,0,0,0,27104,0,691,691,0,0,0,0,,,,,,"Ruins of Kel Voreth Slavemaster Drokk; source creature 32536; event 161 phase 2; Branch SQL supplies event 161 phase 2 and SlavemasterDrokkEntityScript; current C# has a WIP objective-credit script, while exact boss combat and faction-specific messaging remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,382,Stormtalon's Lair,entity_script,1100300047:script:AethrosVeteranEntityScript,1100300047,32703,0,271,,,AethrosVeteranEntityScript,,,-52.71065,-48.68514,220.7862,0,0,0,27874,0,586,586,0,0,0,0,,,,,,"Stormtalon's Lair Aethros; source creature 32703; event 145 phase 2; Branch SQL supplies event 145 phase 2 and AethrosVeteranEntityScript; current C# has a WIP objective-credit script, while exact boss combat and Stormtalon choreography remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,382,Stormtalon's Lair,entity_script,1100300048:script:BladeWindTheInvokerVeteranEntityScript,1100300048,33405,0,271,,,BladeWindTheInvokerVeteranEntityScript,,,-88.49673,-11.51191,123.5562,0,0,0,23629,0,586,586,0,0,0,0,,,,,,"Stormtalon's Lair Blade-Wind the Invoker; source creature 33405; event 145 phase 1; Branch SQL supplies event 145 phase 1 and BladeWindTheInvokerVeteranEntityScript; current C# has a WIP objective-credit script, while exact boss combat and optional route availability remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,1263,Skullcano,entity_script,1100300049:script:ThunderfootNormalEntityScript,1100300049,24475,0,4793,,,ThunderfootNormalEntityScript,,,115.26,-923.71,-491.56,0,0,0,21318,0,242,242,0,0,0,0,,,,,,"Skullcano Thunderfoot; source creature 24475; event 148 phase 0; Branch SQL supplies event 148 phase 0 and ThunderfootNormalEntityScript; current C# has a WIP objective-credit script, while exact boss combat and route choreography remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,1263,Skullcano,entity_script,1100300050:script:StewShamanTuggaNormalEntityScript,1100300050,24493,0,1220,,,StewShamanTuggaNormalEntityScript,,,508.5147,-978.8553,-367.8973,0,0,0,27916,0,868,868,0,0,0,0,,,,,,"Skullcano Stew-Shaman Tugga; source creature 24493; event 148 phase 0; Branch SQL supplies event 148 phase 0 and StewShamanTuggaNormalEntityScript; current C# has a WIP objective-credit script, while exact boss combat and cave/chasm route selection remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
dungeon,1271,Sanctuary of the Swordmaiden,entity_script,1100300051:script:FlameCrazedDemonEntityScript,1100300051,29254,0,1556,,,FlameCrazedDemonEntityScript,,,4877.322,-797.6906,-3318.368,0,0,0,24811,0,978,978,0,0,0,0,,,,,,"Sanctuary of the Swordmaiden Flame-Crazed Demon; source creature 29254; event 166 phase 4; Branch SQL supplies event 166 phase 4 and FlameCrazedDemonEntityScript; current C# has a WIP objective-credit script, while exact miniboss combat and path selection remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
raid,1462,Genetic Archives,entity_script,1100300052:script:ExperimentX-89EntityScript,1100300052,49198,0,0,,,ExperimentX-89EntityScript,,,-1147.055,-111.3793,-520.5323,-2,0,0,27899,0,1209,1209,0,0,0,0,,,,,,"Genetic Archives Experiment X-89; source creature 49198; no source entity_event row; Branch SQL supplies ExperimentX-89EntityScript without an entity_event row; current C# has a WIP objective-credit script, while raid encounter choreography remains blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
raid,1462,Genetic Archives,entity_script,1100300053:script:KuralakTheDefilerEntityScript,1100300053,52969,0,0,,,KuralakTheDefilerEntityScript,,,169.4765,-110.4199,-489.5547,2.093871,0,0,30276,0,1209,1209,0,0,0,0,,,,,,"Genetic Archives Kuralak the Defiler; source creature 52969; no source entity_event row; Branch SQL supplies KuralakTheDefilerEntityScript without an entity_event row; current C# has a WIP objective-credit script, while raid encounter choreography remains blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
raid,1462,Genetic Archives,entity_script,1100300054:script:KuralakPillarEntityScript,1100300054,53031,0,0,,,KuralakPillarEntityScript,,,133.965,-111.45,-505.34,0,0,0,27557,0,1209,1209,0,0,0,0,,,,,,Genetic Archives Pillar of the Genetic Library; source creature 53031; no source entity_event row; Branch SQL supplies KuralakPillarEntityScript without an entity_event row; current C# intentionally keeps the script as a WIP no-op loader hook until Kuralak pillar mechanics are mapped.,reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
raid,3032,Redmoon Terror,entity_script,1100300056:script:LavekaTheDarkHeartedEntityScript,1100300056,65997,0,5996,,,LavekaTheDarkHeartedEntityScript,,,-723.7178,186.8427,-265.1872,3.1415926536,0,0,38426,0,1351,1351,0,0,0,0,,,,,,"Red Moon Terror Laveka; source creature 65997; no source entity_event row; Branch SQL supplies a static Laveka row with health marker and level stats; current C# has the WIP-guessed Red Moon Terror event chain and a WIP objective-credit script for the final Laveka objective, while boss choreography, awakening/challenge logic, and manual raid smoke remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
raid,1333,Datascape,entity_script,1100300059:script:OptimizedMemoryProbeED1EntityScript,1100300059,61819,0,1301,,,OptimizedMemoryProbeED1EntityScript,,,618.551,-215.61023,75,0,0,0,30425,0,1171,1171,0,0,0,0,,,,,,"Datascape Optimized Memory Probe ED-1; source creature 61819; event 157 phase 0; Branch SQL supplies placed ED-1 coordinates and commented event 157 phase 0; current C# activates DefeatOptimizedMemoryProbeED1, while exact mechanics remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
raid,1333,Datascape,entity_script,1100300060:script:OptimizedMemoryProbeTX-67EntityScript,1100300060,61818,0,1301,,,OptimizedMemoryProbeTX-67EntityScript,,,865,-215.6028,-173.5,1.55485,0,0,30425,0,1171,1171,0,0,0,0,,,,,,"Datascape Optimized Memory Probe TX-67; source creature 61818; event 157 phase 0; Branch SQL supplies placed TX-67 coordinates and commented event 157 phase 0; current C# has the WIP objective-credit script, while exact mechanics remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
raid,1333,Datascape,entity_script,1100300061:script:OptimizedMemoryProbeP2ZEntityScript,1100300061,31667,0,1301,,,OptimizedMemoryProbeP2ZEntityScript,,,618,-216.15657,-421,3.10206,0,0,30425,0,1171,1171,0,0,0,0,,,,,,"Datascape Optimized Memory Probe P2-Z; source creature 31667; event 157 phase 0; Branch SQL supplies placed P2-Z coordinates and commented event 157 phase 0; current C# activates DefeatOptimizedMemoryProbeP2Z, while exact mechanics remain blocked.",reviewed_laughingws_entity_script_pending_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_script hook is tracked, but retail completion needs exact combat/interaction mechanics, objective credit timing, and manual instance smoke."
