content_type,world_id,instance_name,reward_source,source_id,source_name,reward_rotation_content_id,reward_rotation_content_type,match_type_enum,world_difficulty_enum,reward_item_type,reward_item_object,item2_id,item_count,currency_type_id,currency_value,xp_earned,item2_id_level_scale,item_count_level_scale,currency_type_id_level_scale,currency_value_level_scale,xp_earned_level_scale,global_reward_rotation_item_ids,global_reward_rotation_modifier_ids,global_reward_rotation_essence_ids,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
dungeon,3173,Protogames Academy,match_type_reward_rotation_content_random_normal,70,Protogames Academy,46,6,1,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_match_type_reward_rotation_content_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Match-type reward-rotation content is tracked, but retail completion needs queue completion, random/veteran selection, schedule grant, and client reward presentation smoke."
dungeon,3173,Protogames Academy,matching_random_reward,2,Protogames Academy,,,1,0,,,92289,1,1,250000,125000,0,0,1,125000,62500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,3173,Protogames Academy,matching_random_reward,14,Prime: Protogames Academy,,,14,1,,,92290,1,1,500000,250000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,3173,Protogames Academy,public_event_reward_rotation_content,667,Protogames Academy,17,1,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
expedition,3180,Fragment Zero,matching_random_reward,11,Prime: Fragment Zero,,,11,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,3180,Fragment Zero,matching_random_reward,9,Fragment Zero,,,8,0,,,92287,1,1,150000,75000,0,0,1,75000,37500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,3180,Fragment Zero,matching_random_reward,15,Prime: Fragment Zero,,,15,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,3180,Fragment Zero,public_event_reward_rotation_content,680,They Came from Fragment Zero!,24,3,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
expedition,3404,Evil from the Ether,matching_random_reward,15,Prime: Evil from the Ether,,,15,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,3404,Evil from the Ether,matching_random_reward,9,Evil from the Ether,,,8,0,,,92287,1,1,150000,75000,0,0,1,75000,37500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,3404,Evil from the Ether,matching_random_reward,11,Prime: Evil from the Ether,,,11,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,3404,Evil from the Ether,public_event_reward_rotation_content,781,Expedition: Evil from the Ether!,25,3,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
dungeon,3522,Coldblood Citadel,matching_random_reward,10,Prime: Coldblood Citadel,,,10,1,,,92290,1,1,500000,250000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,3522,Coldblood Citadel,matching_random_reward,14,Prime: Coldblood Citadel,,,14,1,,,92290,1,1,500000,250000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,3522,Coldblood Citadel,public_event_reward_rotation_content,907,Coldblood Citadel,45,1,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
