quest_id,name,bucket,evidence_status,completion_status,world_zone_id,quest_category_id,quest_group_id,quest_type,quest_subtype_id,content_finder_type,faction_enum,con_level,prereq_level,prereq_flags,prereq_quest_ids,quest_exclusion_ids,prerequisite_id,objective_ids,objective_types,objective_data_type_data_count,quest2_reward_ids,quest2_reward_types,pushed_items,virtual_pushed_items,quest_virtual_loot_groups,related_achievement_ids,script_paths,evidence_sources,manual_validation,blocker_summary
6389,Wildfall Surveys,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1405,45,0,11,0,0,0,37,34,0,,,28120,9815,32,9815:32:102:8,4093;4094;8203;8204,1,,,2,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6389 (Wildfall Surveys) with WorldZone 1405, category 45, type 11, conLevel 37, preqLevel 34, Prerequisite 28120, objectives 9815, objective types 32, objective data/type/count 9815:32:102:8, Quest2Reward rows 4093;4094;8203;8204, reward types 1, quest virtual loot groups 2 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6393,Wildfall Surveys,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1405,45,0,11,0,0,1,37,34,0,,,0,9822,32,9822:32:102:8,4098;8197;8198,1,,,2,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6393 (Wildfall Surveys) with WorldZone 1405, category 45, type 11, faction 1, conLevel 37, preqLevel 34, objectives 9822, objective types 32, objective data/type/count 9822:32:102:8, Quest2Reward rows 4098;8197;8198, reward types 1, quest virtual loot groups 2 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6395,Artifacts of the Sisterhood,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1405,45,0,11,0,0,1,36,33,0,,,0,9826,32,9826:32:101:14,,,,,2,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6395 (Artifacts of the Sisterhood) with WorldZone 1405, category 45, type 11, faction 1, conLevel 36, preqLevel 33, objectives 9826, objective types 32, objective data/type/count 9826:32:101:14, quest virtual loot groups 2 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6397,Ritual Intervention,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1302,39,0,0,0,0,1,18,15,0,6388,,0,9830,2,9830:2:27511:1,3162;3166;3182;3313;3334;3696;7778;7779;7780;7781;7782;7783,1,,,0,2119,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6397 (Ritual Intervention) with WorldZone 1302, category 39, faction 1, conLevel 18, preqLevel 15, required quests 6388, objectives 9830, objective types 2, objective data/type/count 9830:2:27511:1, Quest2Reward rows 3162;3166;3182;3313;3334;3696;7778;7779;7780;7781;7782;7783, reward types 1, achievement hooks 2119 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6400,Trials of the Radiant Legion,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1405,45,0,0,0,0,1,35,32,0,,,0,9837;14511;14513;14514;14515;14516,24;24;24;24;24;24,9837:24:6339:1;14511:24:6340:1;14513:24:6341:1;14514:24:6342:1;14515:24:6343:1;14516:24:6344:1,3389;3390;3391;3392;3393;3394;3395;3396;3397;3398;3399;3458,1,,,0,2891,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6400 (Trials of the Radiant Legion) with WorldZone 1405, category 45, faction 1, conLevel 35, preqLevel 32, objectives 9837;14511;14513;14514;14515;14516, objective types 24;24;24;24;24;24, objective data/type/count 9837:24:6339:1;14511:24:6340:1;14513:24:6341:1;14514:24:6342:1;14515:24:6343:1;14516:24:6344:1, Quest2Reward rows 3389;3390;3391;3392;3393;3394;3395;3396;3397;3398;3399;3458, reward types 1, achievement hooks 2891 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6403,Blackheart Slayer,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1302,39,0,11,0,0,1,18,15,0,6324,,0,9841,8,9841:8:8351:15,3314;3315;7784,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6403 (Blackheart Slayer) with WorldZone 1302, category 39, type 11, faction 1, conLevel 18, preqLevel 15, required quests 6324, objectives 9841, objective types 8, objective data/type/count 9841:8:8351:15, Quest2Reward rows 3314;3315;7784, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6404,Dust to Dust,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1302,39,0,11,0,0,1,18,15,0,,,0,9849,12,9849:12:28524:6,,,,,0,3951,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6404 (Dust to Dust) with WorldZone 1302, category 39, type 11, faction 1, conLevel 18, preqLevel 15, objectives 9849, objective types 12, objective data/type/count 9849:12:28524:6, achievement hooks 3951 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6407,Finishing the Job,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1405,45,0,11,0,0,0,37,34,0,,,0,9845;17977,22;12,9845:22:7215:1;17977:12:28522:1,,,,,0,3952,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6407 (Finishing the Job) with WorldZone 1405, category 45, type 11, conLevel 37, preqLevel 34, objectives 9845;17977, objective types 22;12, objective data/type/count 9845:22:7215:1;17977:12:28522:1, achievement hooks 3952 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6408,Finishing the Job,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1405,45,0,11,0,0,1,37,34,0,,,0,9846;17964,22;12,9846:22:7215:1;17964:12:28522:1,,,,,0,3955,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6408 (Finishing the Job) with WorldZone 1405, category 45, type 11, faction 1, conLevel 37, preqLevel 34, objectives 9846;17964, objective types 22;12, objective data/type/count 9846:22:7215:1;17964:12:28522:1, achievement hooks 3955 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6409,WANTED: Sporidium [GROUP 5+],generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,47,0,11,73,0,2,50,50,0,6246,,0,9847;18407,32;8,9847:32:804:1;18407:8:10743:12,,,,,2,5650;5651,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6409 (WANTED: Sporidium [GROUP 5+]) with WorldZone 1480, category 47, type 11, subtype 73, faction 2, conLevel 50, preqLevel 50, required quests 6246, objectives 9847;18407, objective types 32;8, objective data/type/count 9847:32:804:1;18407:8:10743:12, quest virtual loot groups 2, achievement hooks 5650;5651 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6410,Cosmoling Chaser,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,47,0,11,80,0,0,50,50,0,,,9891,9848,12,9848:12:28530:8,,,,805x1,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6410 (Cosmoling Chaser) with WorldZone 1480, category 47, type 11, subtype 80, conLevel 50, preqLevel 50, Prerequisite 9891, objectives 9848, objective types 12, objective data/type/count 9848:12:28530:8, virtual pushed items 805x1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6411,Tricky Traps,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,47,0,11,0,0,2,50,50,0,,,10380,9850,5,9850:5:0:10,4797,2,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6411 (Tricky Traps) with WorldZone 1480, category 47, type 11, faction 2, conLevel 50, preqLevel 50, Prerequisite 10380, objectives 9850, objective types 5, objective data/type/count 9850:5:0:10, Quest2Reward rows 4797, reward types 2 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6412,Help Out a Friend?,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1405,45,0,0,0,0,0,35,32,0,,,0,9852;15890;15891;15892,12;14;12;23,9852:12:28554:1;15890:14:6639:4;15891:12:28550:1;15892:23:6640:4,,,,1038x1;1039x1,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6412 (Help Out a Friend?) with WorldZone 1405, category 45, conLevel 35, preqLevel 32, objectives 9852;15890;15891;15892, objective types 12;14;12;23, objective data/type/count 9852:12:28554:1;15890:14:6639:4;15891:12:28550:1;15892:23:6640:4, virtual pushed items 1038x1;1039x1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6414,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1479,0,0,11,73,0,2,60,1,0,,,0,9854,2,9854:2:1:1,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6414 with WorldZone 1479, type 11, subtype 73, faction 2, conLevel 60, preqLevel 1, objectives 9854, objective types 2, objective data/type/count 9854:2:1:1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6419,Green Thumb,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,1480,0,0,5,115,0,2,1,10,0,,,0,,,,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 6419 (Green Thumb) with WorldZone 1480, type 5, subtype 115, faction 2, conLevel 1, preqLevel 10 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
6420,Collegium Under Attack,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,1302,39,0,0,15,0,1,19,16,0,,6521,0,,,,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 6420 (Collegium Under Attack) with WorldZone 1302, category 39, subtype 15, faction 1, conLevel 19, preqLevel 16, excluded quests 6521 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
6421,Medical Defense,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1302,39,0,0,0,0,1,19,16,0,,,0,9865;9866;9867,22;12;25,9865:22:3418:1;9866:12:28632:1;9867:25:254:1,,,,,0,2121,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6421 (Medical Defense) with WorldZone 1302, category 39, faction 1, conLevel 19, preqLevel 16, objectives 9865;9866;9867, objective types 22;12;25, objective data/type/count 9865:22:3418:1;9866:12:28632:1;9867:25:254:1, achievement hooks 2121 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6424,The Deathbringer's Sword,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,1405,45,0,6,0,0,2,36,33,0,,,9951,,,,,,,1043x1,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 6424 (The Deathbringer's Sword) with WorldZone 1405, category 45, type 6, faction 2, conLevel 36, preqLevel 33, Prerequisite 9951, virtual pushed items 1043x1 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
6425,Imprint Identification,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1302,39,0,0,0,0,1,19,16,0,,,0,9870,32,9870:32:103:8,3155;3156;3158;7802;7803;7804;7805,1,,,2,2121,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6425 (Imprint Identification) with WorldZone 1302, category 39, faction 1, conLevel 19, preqLevel 16, objectives 9870, objective types 32, objective data/type/count 9870:32:103:8, Quest2Reward rows 3155;3156;3158;7802;7803;7804;7805, reward types 1, quest virtual loot groups 2, achievement hooks 2121 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6426,Expedition: The Steady Traveler,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,619,58,0,6,0,3,1,13,10,0,,8989;10125,0,9872,17,9872:17:1582:1,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6426 (Expedition: The Steady Traveler) with WorldZone 619, category 58, type 6, contentFinder 3, faction 1, conLevel 13, preqLevel 10, excluded quests 8989;10125, objectives 9872, objective types 17, objective data/type/count 9872:17:1582:1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6427,Priceless Cargo,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1302,39,0,11,0,0,1,19,16,0,6421,,0,9875,12,9875:12:28815:6,,,,,0,2121,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6427 (Priceless Cargo) with WorldZone 1302, category 39, type 11, faction 1, conLevel 19, preqLevel 16, required quests 6421, objectives 9875, objective types 12, objective data/type/count 9875:12:28815:6, achievement hooks 2121 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6428,Scattered,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1412,42,0,11,0,0,2,32,29,0,,,0,9874;9887,22;12,9874:22:3427:1;9887:12:28790:1,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6428 (Scattered) with WorldZone 1412, category 42, type 11, faction 2, conLevel 32, preqLevel 29, objectives 9874;9887, objective types 22;12, objective data/type/count 9874:22:3427:1;9887:12:28790:1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6429,Scrambled,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1412,42,0,11,0,0,2,32,29,0,6428,,0,9876;9877;16561,12;12;32,9876:12:28748:15;9877:12:28840:1;16561:32:982:15,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6429 (Scrambled) with WorldZone 1412, category 42, type 11, faction 2, conLevel 32, preqLevel 29, required quests 6428, objectives 9876;9877;16561, objective types 12;12;32, objective data/type/count 9876:12:28748:15;9877:12:28840:1;16561:32:982:15 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6430,Stuffed,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1412,42,0,11,73,0,2,32,29,0,6428,,0,9880,8,9880:8:10326:15,4689;4694;8122,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6430 (Stuffed) with WorldZone 1412, category 42, type 11, subtype 73, faction 2, conLevel 32, preqLevel 29, required quests 6428, objectives 9880, objective types 8, objective data/type/count 9880:8:10326:15, Quest2Reward rows 4689;4694;8122, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6431,Overnight Delivery,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1412,42,0,11,0,0,2,32,29,0,6430,,0,9881;9882,22;11,9881:22:3436:1;9882:11:0:1,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6431 (Overnight Delivery) with WorldZone 1412, category 42, type 11, faction 2, conLevel 32, preqLevel 29, required quests 6430, objectives 9881;9882, objective types 22;11, objective data/type/count 9881:22:3436:1;9882:11:0:1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6432,Dead Gone,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1412,42,0,11,80,0,2,32,29,0,,,0,9883,22,9883:22:3427:1,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6432 (Dead Gone) with WorldZone 1412, category 42, type 11, subtype 80, faction 2, conLevel 32, preqLevel 29, objectives 9883, objective types 22, objective data/type/count 9883:22:3427:1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
6433,Asteroid 3C48 [GROUP 5+],generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1412,42,0,9,84,1,0,34,29,0,,,0,10204;9884,17;5,10204:17:1473:1;9884:5:28311:1,4873;4874;4875;8162;8163;8164;8165,1,,,0,3928,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 6433 (Asteroid 3C48 [GROUP 5+]) with WorldZone 1412, category 42, type 9, subtype 84, contentFinder 1, conLevel 34, preqLevel 29, objectives 10204;9884, objective types 17;5, objective data/type/count 10204:17:1473:1;9884:5:28311:1, Quest2Reward rows 4873;4874;4875;8162;8163;8164;8165, reward types 1, achievement hooks 3928 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
